Term	Gene
GO:0006508	P28826
GO:0006954	P28826
GO:0008270	P28826
GO:0016020	P28826
GO:0017090	P28826
GO:0042802	P28826
GO:1901998	P28826
GO:0000122	Q61624
GO:0000976	Q61624
GO:0000978	Q61624
GO:0001227	Q61624
GO:0003690	Q61624
GO:0003700	Q61624
GO:0005634	Q61624
GO:0005654	Q61624
GO:0005794	Q61624
GO:0006357	Q61624
GO:0007276	Q61624
GO:0010629	Q61624
GO:0043565	Q61624
GO:0045892	Q61624
GO:0045944	Q61624
GO:0046872	Q61624
GO:0065003	Q61624
GO:0003723	Q02084
GO:0005634	Q02084
GO:0005694	Q02084
GO:0008270	Q02084
GO:0010468	Q02084
GO:0003723	P09914
GO:0005737	P09914
GO:0005829	P09914
GO:0009615	P09914
GO:0019060	P09914
GO:0032091	P09914
GO:0043657	P09914
GO:0045070	P09914
GO:0045071	P09914
GO:0051097	P09914
GO:0051607	P09914
GO:0071357	P09914
GO:0071360	P09914
GO:0140374	P09914
GO:0005739	A3KNL5
GO:0006783	A3KNL5
GO:0007601	A3KNL5
GO:0007634	A3KNL5
GO:0030218	A3KNL5
GO:0032780	A3KNL5
GO:0042030	A3KNL5
GO:0042803	A3KNL5
GO:0051117	A3KNL5
GO:0051289	A3KNL5
GO:0051346	A3KNL5
GO:0150077	A3KNL5
GO:0000122	Q9I9E1
GO:0000785	Q9I9E1
GO:0000976	Q9I9E1
GO:0000977	Q9I9E1
GO:0000978	Q9I9E1
GO:0000981	Q9I9E1
GO:0001227	Q9I9E1
GO:0001568	Q9I9E1
GO:0001706	Q9I9E1
GO:0001707	Q9I9E1
GO:0001947	Q9I9E1
GO:0003143	Q9I9E1
GO:0005634	Q9I9E1
GO:0006357	Q9I9E1
GO:0007368	Q9I9E1
GO:0009653	Q9I9E1
GO:0009953	Q9I9E1
GO:0010159	Q9I9E1
GO:0010468	Q9I9E1
GO:0014028	Q9I9E1
GO:0021501	Q9I9E1
GO:0021508	Q9I9E1
GO:0021854	Q9I9E1
GO:0030154	Q9I9E1
GO:0030903	Q9I9E1
GO:0032525	Q9I9E1
GO:0033504	Q9I9E1
GO:0042074	Q9I9E1
GO:0043565	Q9I9E1
GO:0045944	Q9I9E1
GO:0046332	Q9I9E1
GO:0046619	Q9I9E1
GO:0048319	Q9I9E1
GO:0048327	Q9I9E1
GO:0048382	Q9I9E1
GO:0048854	Q9I9E1
GO:0060063	Q9I9E1
GO:0060971	Q9I9E1
GO:0071345	Q9I9E1
GO:2000223	Q9I9E1
GO:0004930	A0A0R4IP11
GO:0005886	A0A0R4IP11
GO:0007608	A0A0R4IP11
GO:0001894	P81278
GO:0002021	P81278
GO:0002023	P81278
GO:0005148	P81278
GO:0005179	P81278
GO:0005184	P81278
GO:0005576	P81278
GO:0005737	P81278
GO:0006112	P81278
GO:0006629	P81278
GO:0007186	P81278
GO:0007631	P81278
GO:0009749	P81278
GO:0031861	P81278
GO:0032868	P81278
GO:0040014	P81278
GO:0042755	P81278
GO:0043434	P81278
GO:0045444	P81278
GO:0048483	P81278
GO:0001764	P97798
GO:0005654	P97798
GO:0005794	P97798
GO:0005886	P97798
GO:0006355	P97798
GO:0006879	P97798
GO:0007411	P97798
GO:0007520	P97798
GO:0009306	P97798
GO:0009986	P97798
GO:0016020	P97798
GO:0030426	P97798
GO:0030513	P97798
GO:0038023	P97798
GO:0039706	P97798
GO:0043025	P97798
GO:0044295	P97798
GO:0045296	P97798
GO:0048679	P97798
GO:0048681	P97798
GO:0050709	P97798
GO:0060586	P97798
GO:0070700	P97798
GO:0097708	P97798
GO:0098609	P97798
GO:0098797	P97798
GO:1901215	P97798
GO:0000165	P14844
GO:0001664	P14844
GO:0001666	P14844
GO:0001912	P14844
GO:0001938	P14844
GO:0002523	P14844
GO:0002544	P14844
GO:0002548	P14844
GO:0002687	P14844
GO:0002693	P14844
GO:0005125	P14844
GO:0005576	P14844
GO:0005615	P14844
GO:0005737	P14844
GO:0005791	P14844
GO:0006874	P14844
GO:0006954	P14844
GO:0007010	P14844
GO:0007165	P14844
GO:0007179	P14844
GO:0007186	P14844
GO:0007568	P14844
GO:0008009	P14844
GO:0008201	P14844
GO:0008347	P14844
GO:0008360	P14844
GO:0009408	P14844
GO:0009410	P14844
GO:0009611	P14844
GO:0009612	P14844
GO:0009617	P14844
GO:0010332	P14844
GO:0010574	P14844
GO:0010628	P14844
GO:0010759	P14844
GO:0014823	P14844
GO:0016525	P14844
GO:0019221	P14844
GO:0019233	P14844
GO:0022409	P14844
GO:0030139	P14844
GO:0030316	P14844
GO:0030425	P14844
GO:0030593	P14844
GO:0031100	P14844
GO:0031663	P14844
GO:0031727	P14844
GO:0032496	P14844
GO:0032570	P14844
GO:0032760	P14844
GO:0032869	P14844
GO:0032967	P14844
GO:0033552	P14844
GO:0034351	P14844
GO:0034612	P14844
GO:0035684	P14844
GO:0035900	P14844
GO:0036006	P14844
GO:0036120	P14844
GO:0042466	P14844
GO:0043025	P14844
GO:0043200	P14844
GO:0043204	P14844
GO:0043491	P14844
GO:0043524	P14844
GO:0043547	P14844
GO:0043615	P14844
GO:0043679	P14844
GO:0044344	P14844
GO:0045202	P14844
GO:0045471	P14844
GO:0045785	P14844
GO:0046677	P14844
GO:0048010	P14844
GO:0048020	P14844
GO:0048245	P14844
GO:0048246	P14844
GO:0048247	P14844
GO:0048471	P14844
GO:0050806	P14844
GO:0050870	P14844
GO:0051384	P14844
GO:0051770	P14844
GO:0051968	P14844
GO:0060056	P14844
GO:0060135	P14844
GO:0060137	P14844
GO:0070098	P14844
GO:0070374	P14844
GO:0071222	P14844
GO:0071300	P14844
GO:0071318	P14844
GO:0071333	P14844
GO:0071346	P14844
GO:0071347	P14844
GO:0071354	P14844
GO:0071356	P14844
GO:0071392	P14844
GO:0071398	P14844
GO:0071402	P14844
GO:0071403	P14844
GO:0071407	P14844
GO:0071466	P14844
GO:0071549	P14844
GO:0090026	P14844
GO:0090265	P14844
GO:0090280	P14844
GO:0090303	P14844
GO:0090314	P14844
GO:1904783	P14844
GO:1905237	P14844
GO:1905563	P14844
GO:2000134	P14844
GO:2000353	P14844
GO:2000427	P14844
GO:2000502	P14844
GO:0003724	Q9VNP5
GO:0005524	Q9VNP5
GO:0005737	Q9VNP5
GO:0010526	Q9VNP5
GO:0016887	Q9VNP5
GO:0042078	Q9VNP5
GO:0051321	Q9VNP5
GO:0070725	Q9VNP5
GO:0000054	Q8K586
GO:0003924	Q8K586
GO:0005525	Q8K586
GO:0005634	Q8K586
GO:0005737	Q8K586
GO:0006606	Q8K586
GO:0001518	Q05973
GO:0005244	Q05973
GO:0005248	Q05973
GO:0034765	Q05973
GO:0005244	Q9N2G5
GO:0005254	Q9N2G5
GO:0005737	Q9N2G5
GO:0005886	Q9N2G5
GO:0034707	Q9N2G5
GO:0034765	Q9N2G5
GO:0001533	Q92876
GO:0004252	Q92876
GO:0005576	Q92876
GO:0005615	Q92876
GO:0005654	Q92876
GO:0005730	Q92876
GO:0005737	Q92876
GO:0005739	Q92876
GO:0005783	Q92876
GO:0007417	Q92876
GO:0009611	Q92876
GO:0010975	Q92876
GO:0016540	Q92876
GO:0030574	Q92876
GO:0031965	Q92876
GO:0042246	Q92876
GO:0042445	Q92876
GO:0042552	Q92876
GO:0042982	Q92876
GO:0045171	Q92876
GO:0045595	Q92876
GO:0045745	Q92876
GO:0001405	Q3ZBN8
GO:0001671	Q3ZBN8
GO:0030150	Q3ZBN8
GO:0098800	Q3ZBN8
GO:0099617	Q3ZBN8
GO:1900208	Q3ZBN8
GO:0001664	P05623
GO:0005179	P05623
GO:0005576	P05623
GO:0005615	P05623
GO:0007186	P05623
GO:0007557	P05623
GO:0007621	P05623
GO:0008343	P05623
GO:0019953	P05623
GO:0045434	P05623
GO:0046008	P05623
GO:0046662	P05623
GO:0001664	P81160
GO:0005179	P81160
GO:0005615	P81160
GO:0007186	P81160
GO:0007621	P81160
GO:0018991	P81160
GO:0019953	P81160
GO:0045434	P81160
GO:0046662	P81160
GO:0003713	Q28F07
GO:0005634	Q28F07
GO:0005654	Q28F07
GO:0005737	Q28F07
GO:0005829	Q28F07
GO:0006479	Q28F07
GO:0007552	Q28F07
GO:0008170	Q28F07
GO:0008276	Q28F07
GO:0008284	Q28F07
GO:0008380	Q28F07
GO:0016274	Q28F07
GO:0018216	Q28F07
GO:0022008	Q28F07
GO:0035241	Q28F07
GO:0035242	Q28F07
GO:0042054	Q28F07
GO:0042802	Q28F07
GO:0044020	Q28F07
GO:0045652	Q28F07
GO:0045653	Q28F07
GO:0045893	Q28F07
GO:0048738	Q28F07
GO:0051260	Q28F07
GO:1904047	Q28F07
GO:0004842	Q91W82
GO:0005524	Q91W82
GO:0005634	Q91W82
GO:0006974	Q91W82
GO:0032020	Q91W82
GO:0042296	Q91W82
GO:0061631	Q91W82
GO:0070534	Q91W82
GO:0070936	Q91W82
GO:0070979	Q91W82
GO:1900087	Q91W82
GO:0004656	Q75UG4
GO:0005506	Q75UG4
GO:0005783	Q75UG4
GO:0005788	Q75UG4
GO:0018401	Q75UG4
GO:0031418	Q75UG4
GO:0000082	Q5KU00
GO:0000086	Q5KU00
GO:0000712	Q5KU00
GO:0000776	Q5KU00
GO:0000921	Q5KU00
GO:0003688	Q5KU00
GO:0007035	Q5KU00
GO:0007096	Q5KU00
GO:0010458	Q5KU00
GO:0010828	Q5KU00
GO:0016567	Q5KU00
GO:0017117	Q5KU00
GO:0030466	Q5KU00
GO:0031146	Q5KU00
GO:0031518	Q5KU00
GO:0043224	Q5KU00
GO:0043254	Q5KU00
GO:0043291	Q5KU00
GO:0045116	Q5KU00
GO:0045841	Q5KU00
GO:0051382	Q5KU00
GO:0060542	Q5KU00
GO:0061630	Q5KU00
GO:0070072	Q5KU00
GO:0101026	Q5KU00
GO:1990756	Q5KU00
GO:2000766	Q5KU00
GO:0004602	Q9TSX9
GO:0004623	Q9TSX9
GO:0005634	Q9TSX9
GO:0005737	Q9TSX9
GO:0005739	Q9TSX9
GO:0005764	Q9TSX9
GO:0005829	Q9TSX9
GO:0006979	Q9TSX9
GO:0031625	Q9TSX9
GO:0042802	Q9TSX9
GO:0045454	Q9TSX9
GO:0046475	Q9TSX9
GO:0047184	Q9TSX9
GO:0047499	Q9TSX9
GO:0048026	Q9TSX9
GO:0048471	Q9TSX9
GO:0051920	Q9TSX9
GO:0001525	O35608
GO:0001666	O35608
GO:0001974	O35608
GO:0005172	O35608
GO:0005615	O35608
GO:0005634	O35608
GO:0005886	O35608
GO:0007169	O35608
GO:0007281	O35608
GO:0007492	O35608
GO:0009314	O35608
GO:0009612	O35608
GO:0009749	O35608
GO:0010467	O35608
GO:0010812	O35608
GO:0014070	O35608
GO:0014823	O35608
GO:0016525	O35608
GO:0030097	O35608
GO:0030971	O35608
GO:0031100	O35608
GO:0042995	O35608
GO:0043537	O35608
GO:0045765	O35608
GO:0045766	O35608
GO:0046872	O35608
GO:0048014	O35608
GO:0048019	O35608
GO:0048514	O35608
GO:0050928	O35608
GO:0060135	O35608
GO:0062023	O35608
GO:0071363	O35608
GO:0072012	O35608
GO:0001867	Q9WTS8
GO:0002752	Q9WTS8
GO:0003823	Q9WTS8
GO:0005102	Q9WTS8
GO:0005581	Q9WTS8
GO:0005615	Q9WTS8
GO:0006508	Q9WTS8
GO:0006956	Q9WTS8
GO:0007186	Q9WTS8
GO:0030246	Q9WTS8
GO:0031232	Q9WTS8
GO:0032757	Q9WTS8
GO:0038187	Q9WTS8
GO:0043654	Q9WTS8
GO:0046597	Q9WTS8
GO:0046872	Q9WTS8
GO:0051607	Q9WTS8
GO:0062023	Q9WTS8
GO:1902679	Q9WTS8
GO:1903028	Q9WTS8
GO:1905370	Q9WTS8
GO:0000978	Q24151
GO:0000981	Q24151
GO:0001228	Q24151
GO:0002230	Q24151
GO:0003677	Q24151
GO:0005126	Q24151
GO:0005634	Q24151
GO:0005654	Q24151
GO:0005829	Q24151
GO:0006357	Q24151
GO:0006952	Q24151
GO:0007259	Q24151
GO:0007298	Q24151
GO:0007350	Q24151
GO:0007379	Q24151
GO:0007399	Q24151
GO:0007424	Q24151
GO:0007442	Q24151
GO:0007455	Q24151
GO:0007472	Q24151
GO:0007526	Q24151
GO:0007538	Q24151
GO:0007616	Q24151
GO:0008284	Q24151
GO:0008348	Q24151
GO:0017145	Q24151
GO:0019100	Q24151
GO:0019827	Q24151
GO:0030713	Q24151
GO:0030718	Q24151
GO:0030720	Q24151
GO:0031453	Q24151
GO:0035167	Q24151
GO:0042127	Q24151
GO:0042246	Q24151
GO:0042393	Q24151
GO:0043697	Q24151
GO:0048477	Q24151
GO:0048542	Q24151
GO:0071222	Q24151
GO:0071481	Q24151
GO:0098592	Q24151
GO:2000737	Q24151
GO:0000413	Q9ERU9
GO:0003723	Q9ERU9
GO:0003755	Q9ERU9
GO:0005635	Q9ERU9
GO:0005642	Q9ERU9
GO:0005643	Q9ERU9
GO:0005654	Q9ERU9
GO:0005737	Q9ERU9
GO:0006111	Q9ERU9
GO:0006457	Q9ERU9
GO:0006607	Q9ERU9
GO:0006913	Q9ERU9
GO:0016925	Q9ERU9
GO:0019789	Q9ERU9
GO:0031267	Q9ERU9
GO:0031965	Q9ERU9
GO:0033133	Q9ERU9
GO:0042405	Q9ERU9
GO:0043231	Q9ERU9
GO:0044614	Q9ERU9
GO:0044615	Q9ERU9
GO:0044877	Q9ERU9
GO:0046872	Q9ERU9
GO:0051028	Q9ERU9
GO:0051168	Q9ERU9
GO:0051642	Q9ERU9
GO:0061665	Q9ERU9
GO:0106068	Q9ERU9
GO:1990723	Q9ERU9
GO:0000118	P49773
GO:0000166	P49773
GO:0005080	P49773
GO:0005634	P49773
GO:0005654	P49773
GO:0005737	P49773
GO:0005829	P49773
GO:0005856	P49773
GO:0005886	P49773
GO:0006355	P49773
GO:0007165	P49773
GO:0009154	P49773
GO:0016787	P49773
GO:0016926	P49773
GO:0016929	P49773
GO:0043530	P49773
GO:0050850	P49773
GO:0070062	P49773
GO:0072332	P49773
GO:0005509	Q06846
GO:0005544	Q06846
GO:0006886	Q06846
GO:0006887	Q06846
GO:0017158	Q06846
GO:0031267	Q06846
GO:0043005	Q06846
GO:0043197	Q06846
GO:0045202	Q06846
GO:0045211	Q06846
GO:0061669	Q06846
GO:0098850	Q06846
GO:0005198	O55225
GO:0005615	O55225
GO:0005829	O55225
GO:0007605	O55225
GO:0008344	O55225
GO:0016324	O55225
GO:0031012	O55225
GO:0046373	O55225
GO:0046556	O55225
GO:0000139	O60476
GO:0004571	O60476
GO:0005509	O60476
GO:0005783	O60476
GO:0005794	O60476
GO:0005975	O60476
GO:0006486	O60476
GO:0006491	O60476
GO:0007585	O60476
GO:0016020	O60476
GO:0048286	O60476
GO:0070062	O60476
GO:1904381	O60476
GO:0000722	Q6P9I7
GO:0000781	Q6P9I7
GO:0005524	Q6P9I7
GO:0006281	Q6P9I7
GO:0016605	Q6P9I7
GO:0030915	Q6P9I7
GO:0090398	Q6P9I7
GO:0000139	Q9P212
GO:0001558	Q9P212
GO:0004435	Q9P212
GO:0004629	Q9P212
GO:0005085	Q9P212
GO:0005829	Q9P212
GO:0005886	Q9P212
GO:0006651	Q9P212
GO:0006940	Q9P212
GO:0007010	Q9P212
GO:0007173	Q9P212
GO:0007200	Q9P212
GO:0007204	Q9P212
GO:0007265	Q9P212
GO:0007507	Q9P212
GO:0008277	Q9P212
GO:0010592	Q9P212
GO:0016042	Q9P212
GO:0019722	Q9P212
GO:0019899	Q9P212
GO:0030027	Q9P212
GO:0031267	Q9P212
GO:0032835	Q9P212
GO:0043410	Q9P212
GO:0045859	Q9P212
GO:0046578	Q9P212
GO:0046872	Q9P212
GO:0048015	Q9P212
GO:0048016	Q9P212
GO:0051209	Q9P212
GO:0004994	P30938
GO:0005737	P30938
GO:0005886	P30938
GO:0007193	P30938
GO:0007218	P30938
GO:0032467	P30938
GO:0042593	P30938
GO:0043005	P30938
GO:0050796	P30938
GO:0071385	P30938
GO:0005524	Q9MAG3
GO:0016020	Q9MAG3
GO:0016887	Q9MAG3
GO:0042626	Q9MAG3
GO:0055085	Q9MAG3
GO:0140359	Q9MAG3
GO:0003729	Q9P2P1
GO:0004521	Q9P2P1
GO:0004523	Q9P2P1
GO:0005634	Q9P2P1
GO:0006281	Q9P2P1
GO:0015074	Q9P2P1
GO:0016020	Q9P2P1
GO:0036464	Q9P2P1
GO:0090502	Q9P2P1
GO:0005262	Q9U6A0
GO:0006814	Q9U6A0
GO:0006816	Q9U6A0
GO:0006874	Q9U6A0
GO:0008273	Q9U6A0
GO:0015293	Q9U6A0
GO:0016020	Q9U6A0
GO:0048749	Q9U6A0
GO:0070588	Q9U6A0
GO:0002666	P14902
GO:0002678	P14902
GO:0002830	P14902
GO:0004833	P14902
GO:0005737	P14902
GO:0005829	P14902
GO:0006569	P14902
GO:0006954	P14902
GO:0007565	P14902
GO:0009055	P14902
GO:0019441	P14902
GO:0020037	P14902
GO:0030485	P14902
GO:0032421	P14902
GO:0032496	P14902
GO:0032693	P14902
GO:0032735	P14902
GO:0033555	P14902
GO:0033754	P14902
GO:0034276	P14902
GO:0034354	P14902
GO:0036269	P14902
GO:0042098	P14902
GO:0042130	P14902
GO:0046872	P14902
GO:0070233	P14902
GO:0070234	P14902
GO:0005125	Q9BXJ3
GO:0005615	Q9BXJ3
GO:0032755	Q9BXJ3
GO:0032760	Q9BXJ3
GO:0070105	Q9BXJ3
GO:1901224	Q9BXJ3
GO:0005730	Q6P1H1
GO:0005764	Q6P1H1
GO:0005765	Q6P1H1
GO:0006879	Q6P1H1
GO:0016491	Q6P1H1
GO:0031902	Q6P1H1
GO:0043231	Q6P1H1
GO:0046872	Q6P1H1
GO:0140571	Q6P1H1
GO:0001695	Q7SYS9
GO:0005737	Q7SYS9
GO:0032259	Q7SYS9
GO:0046539	Q7SYS9
GO:0000978	Q4G112
GO:0003700	Q4G112
GO:0005634	Q4G112
GO:0006357	Q4G112
GO:1990837	Q4G112
GO:0004557	Q9QWR8
GO:0005737	Q9QWR8
GO:0005764	Q9QWR8
GO:0008456	Q9QWR8
GO:0009311	Q9QWR8
GO:0016052	Q9QWR8
GO:0016139	Q9QWR8
GO:0019377	Q9QWR8
GO:0042803	Q9QWR8
GO:0004222	Q5RES1
GO:0006508	Q5RES1
GO:0008270	Q5RES1
GO:0010831	Q5RES1
GO:0016020	Q5RES1
GO:0031012	Q5RES1
GO:0042470	Q5RES1
GO:0045579	Q5RES1
GO:0045746	Q5RES1
GO:0005524	Q93YS4
GO:0009414	Q93YS4
GO:0010148	Q93YS4
GO:0016020	Q93YS4
GO:0016887	Q93YS4
GO:0042626	Q93YS4
GO:0055085	Q93YS4
GO:0140359	Q93YS4
GO:0004175	P42573
GO:0004197	P42573
GO:0005739	P42573
GO:0006508	P42573
GO:0006915	P42573
GO:0006919	P42573
GO:0008303	P42573
GO:0008656	P42573
GO:0009792	P42573
GO:0010954	P42573
GO:0012501	P42573
GO:0016020	P42573
GO:0016540	P42573
GO:0030042	P42573
GO:0030155	P42573
GO:0030163	P42573
GO:0031647	P42573
GO:0031965	P42573
GO:0040012	P42573
GO:0040028	P42573
GO:0040034	P42573
GO:0042659	P42573
GO:0042802	P42573
GO:0043025	P42573
GO:0043204	P42573
GO:0043525	P42573
GO:0046716	P42573
GO:0048471	P42573
GO:0050807	P42573
GO:0050829	P42573
GO:0097194	P42573
GO:0097200	P42573
GO:0097202	P42573
GO:0098793	P42573
GO:1900118	P42573
GO:1901046	P42573
GO:1902742	P42573
GO:1904747	P42573
GO:1905803	P42573
GO:1905808	P42573
GO:1905845	P42573
GO:0000017	P13866
GO:0001951	P13866
GO:0005354	P13866
GO:0005355	P13866
GO:0005367	P13866
GO:0005372	P13866
GO:0005412	P13866
GO:0005769	P13866
GO:0005886	P13866
GO:0006814	P13866
GO:0010035	P13866
GO:0015146	P13866
GO:0015150	P13866
GO:0015151	P13866
GO:0015371	P13866
GO:0015750	P13866
GO:0015756	P13866
GO:0015757	P13866
GO:0015798	P13866
GO:0016324	P13866
GO:0031526	P13866
GO:0035377	P13866
GO:0035623	P13866
GO:0043229	P13866
GO:0048471	P13866
GO:0055056	P13866
GO:0070062	P13866
GO:0097708	P13866
GO:0098708	P13866
GO:0098719	P13866
GO:0106001	P13866
GO:0150104	P13866
GO:1904659	P13866
GO:0001525	P43406
GO:0001568	P43406
GO:0001570	P43406
GO:0001968	P43406
GO:0002020	P43406
GO:0005102	P43406
GO:0005178	P43406
GO:0005245	P43406
GO:0005829	P43406
GO:0005886	P43406
GO:0005925	P43406
GO:0006954	P43406
GO:0007155	P43406
GO:0007160	P43406
GO:0007204	P43406
GO:0007229	P43406
GO:0008284	P43406
GO:0008305	P43406
GO:0009566	P43406
GO:0009897	P43406
GO:0009986	P43406
GO:0010745	P43406
GO:0010888	P43406
GO:0016020	P43406
GO:0016477	P43406
GO:0017134	P43406
GO:0019960	P43406
GO:0030335	P43406
GO:0031258	P43406
GO:0031527	P43406
GO:0031528	P43406
GO:0031589	P43406
GO:0031994	P43406
GO:0032369	P43406
GO:0032490	P43406
GO:0032587	P43406
GO:0033627	P43406
GO:0033690	P43406
GO:0034113	P43406
GO:0034446	P43406
GO:0034683	P43406
GO:0034684	P43406
GO:0034685	P43406
GO:0034686	P43406
GO:0035262	P43406
GO:0035867	P43406
GO:0035868	P43406
GO:0035987	P43406
GO:0038027	P43406
GO:0038132	P43406
GO:0042110	P43406
GO:0043277	P43406
GO:0043542	P43406
GO:0045124	P43406
GO:0045785	P43406
GO:0046718	P43406
GO:0046872	P43406
GO:0048041	P43406
GO:0050431	P43406
GO:0050748	P43406
GO:0050764	P43406
GO:0050840	P43406
GO:0050919	P43406
GO:0051057	P43406
GO:0051209	P43406
GO:0060707	P43406
GO:0070371	P43406
GO:0070588	P43406
GO:0071604	P43406
GO:0071731	P43406
GO:0097192	P43406
GO:0098609	P43406
GO:1901388	P43406
GO:1902533	P43406
GO:1905598	P43406
GO:1990430	P43406
GO:2000536	P43406
GO:2001237	P43406
GO:0000139	P17608
GO:0003924	P17608
GO:0005525	P17608
GO:0005634	P17608
GO:0005794	P17608
GO:0005829	P17608
GO:0005886	P17608
GO:0006886	P17608
GO:0006890	P17608
GO:0006891	P17608
GO:0010008	P17608
GO:0012505	P17608
GO:0034497	P17608
GO:0042147	P17608
GO:1904515	P17608
GO:0005524	Q8NB90
GO:0005737	Q8NB90
GO:0005739	Q8NB90
GO:0005819	Q8NB90
GO:0007283	Q8NB90
GO:0007420	Q8NB90
GO:0016887	Q8NB90
GO:0030154	Q8NB90
GO:0042273	Q8NB90
GO:1990275	Q8NB90
GO:0000122	Q96MR9
GO:0001227	Q96MR9
GO:0003677	Q96MR9
GO:0005634	Q96MR9
GO:0046872	Q96MR9
GO:0005201	Q6W4X9
GO:0005615	Q6W4X9
GO:0005796	Q6W4X9
GO:0005886	Q6W4X9
GO:0030277	Q6W4X9
GO:0031012	Q6W4X9
GO:0000139	Q76KB1
GO:0004394	Q76KB1
GO:0010467	Q76KB1
GO:0015014	Q76KB1
GO:0015015	Q76KB1
GO:0030202	Q76KB1
GO:0042802	Q76KB1
GO:0060676	Q76KB1
GO:0005680	Q54MZ3
GO:0007049	Q54MZ3
GO:0010997	Q54MZ3
GO:0016567	Q54MZ3
GO:0031145	Q54MZ3
GO:0045335	Q54MZ3
GO:0051301	Q54MZ3
GO:1905786	Q54MZ3
GO:1990757	Q54MZ3
GO:0004854	P47990
GO:0004855	P47990
GO:0005506	P47990
GO:0005615	P47990
GO:0005777	P47990
GO:0005829	P47990
GO:0009115	P47990
GO:0030151	P47990
GO:0034418	P47990
GO:0043546	P47990
GO:0050660	P47990
GO:0051537	P47990
GO:0070674	P47990
GO:0071949	P47990
GO:0007035	Q8BPN8
GO:0007268	Q8BPN8
GO:0007283	Q8BPN8
GO:0007420	Q8BPN8
GO:0007608	Q8BPN8
GO:0008021	Q8BPN8
GO:0022038	Q8BPN8
GO:0030672	Q8BPN8
GO:0031267	Q8BPN8
GO:0042593	Q8BPN8
GO:0043291	Q8BPN8
GO:0098992	Q8BPN8
GO:0002250	P32249
GO:0002312	P32249
GO:0002313	P32249
GO:0002407	P32249
GO:0004930	P32249
GO:0005886	P32249
GO:0006955	P32249
GO:0006959	P32249
GO:0007186	P32249
GO:0008142	P32249
GO:0010818	P32249
GO:0030316	P32249
GO:0030595	P32249
GO:0030890	P32249
GO:0036145	P32249
GO:0061470	P32249
GO:0070374	P32249
GO:2000458	P32249
GO:0000165	P59750
GO:0001707	P59750
GO:0001726	P59750
GO:0003779	P59750
GO:0005730	P59750
GO:0005769	P59750
GO:0005829	P59750
GO:0005912	P59750
GO:0006469	P59750
GO:0007398	P59750
GO:0010626	P59750
GO:0014010	P59750
GO:0021766	P59750
GO:0022408	P59750
GO:0030027	P59750
GO:0030036	P59750
GO:0030175	P59750
GO:0030864	P59750
GO:0031647	P59750
GO:0032154	P59750
GO:0033687	P59750
GO:0033689	P59750
GO:0035330	P59750
GO:0042475	P59750
GO:0042532	P59750
GO:0042981	P59750
GO:0043005	P59750
GO:0043409	P59750
GO:0044297	P59750
GO:0045177	P59750
GO:0045216	P59750
GO:0045597	P59750
GO:0048471	P59750
GO:0051496	P59750
GO:0051726	P59750
GO:0070306	P59750
GO:0072091	P59750
GO:1900180	P59750
GO:2000177	P59750
GO:0005886	O43246
GO:0006865	O43246
GO:0015171	O43246
GO:0015174	O43246
GO:0016020	O43246
GO:0002250	Q8CCN1
GO:0002827	Q8CCN1
GO:0003924	Q8CCN1
GO:0005524	Q8CCN1
GO:0005654	Q8CCN1
GO:0005737	Q8CCN1
GO:0005829	Q8CCN1
GO:0006954	Q8CCN1
GO:0016887	Q8CCN1
GO:0019897	Q8CCN1
GO:0031965	Q8CCN1
GO:0032730	Q8CCN1
GO:0032755	Q8CCN1
GO:0032757	Q8CCN1
GO:0045087	Q8CCN1
GO:0050729	Q8CCN1
GO:0050829	Q8CCN1
GO:0050832	Q8CCN1
GO:1900426	Q8CCN1
GO:2000318	Q8CCN1
GO:0003333	P82251
GO:0005886	P82251
GO:0015175	P82251
GO:0015184	P82251
GO:0015297	P82251
GO:0015804	P82251
GO:0015811	P82251
GO:0016324	P82251
GO:0031526	P82251
GO:0042605	P82251
GO:0046982	P82251
GO:0065003	P82251
GO:0005102	O08710
GO:0005179	O08710
GO:0005615	O08710
GO:0005783	O08710
GO:0005794	O08710
GO:0006590	O08710
GO:0009268	O08710
GO:0015705	O08710
GO:0030878	O08710
GO:0031641	O08710
GO:0032991	O08710
GO:0042403	O08710
GO:0042446	O08710
GO:0042802	O08710
GO:0043168	O08710
GO:0044877	O08710
GO:0045056	O08710
GO:0048471	O08710
GO:0051087	O08710
GO:0001586	P28285
GO:0002121	P28285
GO:0004993	P28285
GO:0005886	P28285
GO:0007187	P28285
GO:0007198	P28285
GO:0007208	P28285
GO:0007210	P28285
GO:0007268	P28285
GO:0007615	P28285
GO:0008049	P28285
GO:0008227	P28285
GO:0016020	P28285
GO:0030425	P28285
GO:0030594	P28285
GO:0045187	P28285
GO:0045202	P28285
GO:0005886	Q12908
GO:0005902	Q12908
GO:0008508	Q12908
GO:0009617	Q12908
GO:0015721	Q12908
GO:0016324	Q12908
GO:0004222	Q9R1V7
GO:0005576	Q9R1V7
GO:0006508	Q9R1V7
GO:0007155	Q9R1V7
GO:0042734	Q9R1V7
GO:0098978	Q9R1V7
GO:1990830	Q9R1V7
GO:0004181	Q8R4H4
GO:0005615	Q8R4H4
GO:0006508	Q8R4H4
GO:0008233	Q8R4H4
GO:0008270	Q8R4H4
GO:0000122	Q61982
GO:0005509	Q61982
GO:0005634	Q61982
GO:0005654	Q61982
GO:0005829	Q61982
